"LineDiscount","CustomerUnit","Municipality","County","Country","NoOfEmployees","Potential","AccessoryRatio","NSB","CPLow","Days","TargetDays","NrOfOrder","Software"
"No","SMB Small","Malmö","Skåne","Sweden","1,8","19602","1","840","0,488714286",299,9999,1,"No"
"No","SMB Small","København","Hovedstaden","Denmark","5,4","0","0","17029,95","0,129456047",712,9999,1,"No"
"No","SMB Small","Rudersdal","Hovedstaden","Denmark","1,8","0","0","14332,8","0,109358953",378,9999,1,"No"
"No","SMB Small","Stockholm","Stockholm","Sweden","1,8","15102","0,445368","13128,46","0,15483385",34,9999,6,"No"
"No","SMB Small","Stockholm","Stockholm","Sweden","1,8","39708","0,087897","52504,31","0,083539618",116,582,5,"Yes"
"No","SMB Small","Århus","Midtjylland","Denmark","1,8","16164","0","1663,17","0,120817475",334,9999,1,"No"
"Yes","SMB Large","Vaggeryd","Jönköping","Sweden","137","1607010","0,436603","93182,58","0,166675037",7,9999,40,"No"
"No","SMB Small","Falkenberg","Halland","Sweden","1,8","39708","0,059202","4037","0,197728511",211,9999,1,"No"
"No","SMB Small","Gentofte","Hovedstaden","Denmark","1,8","0","0","10758,03","0,096072422",648,9999,1,"No"
"Yes","SMB Small","Stockholm","Stockholm","Sweden","6,5","143390","0,230273","221613,83","0,142568765",175,195,6,"Yes"
"No","SMB Small","Odense","Syddanmark","Denmark","1,3","13234","0,030165","9039,21","0,162030753",250,250,1,"Yes"
"No","SMB Small","Stockholm","Stockholm","Sweden","30","237000","0,06256","29060","0,10000585",279,9999,2,"No"
"Yes","Public","Mora","Dalarna","Sweden","2087,3","19119904,7","0,406299","568535,73","0,141451163",11,9999,99,"No"
"No","SMB Small","Not Defined","Not Defined","Sweden","1","0","0","9298","0,026585287",33,9999,2,"No"
"No","SMB Small","Stockholm","Stockholm","Sweden","13,4","0","0","24970,8","0,164111282",426,9999,2,"No"
"No","SMB Small","Sorsele","Västerbotten","Sweden","1,8","21114","0,02656","28614","0,122144055",132,183,3,"Yes"
"No","SMB Small","Stockholm","Stockholm","Sweden","1,8","0","0","1249","0,17846277",694,9999,3,"No"
"No","SMB Small","Närpiö","Pohjanmaa","Finland","6,5","0","0,294066","27211,13","0,166236389",399,526,9,"Yes"
"No","SMB Small","Sigtuna","Stockholm","Sweden","30","0","0","3117","0,131934552",372,9999,1,"No"
"No","SMB Small","Køge","Sjælland","Denmark","1,3","0","0,377064","9762,76","0,121490234",561,9999,2,"No"
"No","SMB Small","Stockholm","Stockholm","Sweden","1,3","13598","0","4194","0,170584168",63,9999,1,"No"
"No","SMB Mid","Falkenberg","Halland","Sweden","30","351900","0,36703","41735","0,101041572",29,9999,18,"No"
"No","SMB Small","Vaxholm","Stockholm","Sweden","1,3","0","0","1199","0,091784821",554,9999,1,"No"
"No","SMB Small","Uddevalla","Västra Götaland","Sweden","1,8","0","1","1399","0,205704074",386,9999,1,"No"
"No","SMB Small","Eslöv","Skåne","Sweden","1,3","0","0,284122","20927,6","0,10573501",484,9999,4,"No"
"No","SMB Small","Falun","Dalarna","Sweden","1,8","0","0","5499","0,094740862",686,9999,3,"No"
"No","SMB Small","Lahti","Päijät-Häme","Finland","6,5","6712,55","0,311116","41267,24","0,095396494",120,9999,2,"No"
"No","SMB Small","København","Hovedstaden","Denmark","-1","32929","0","1977,59","0,119706309",41,9999,1,"No"
"No","SMB Small","Stockholm","Stockholm","Sweden","1,3","14157","0","5352","0,158921898",152,9999,1,"No"
"No","SMB Small","Trondheim","Sør-Trøndelag","Norway","1,8","20574","0","1302,71","0,287991955",141,9999,1,"No"
"No","SMB Mid","Helsingborg","Skåne","Sweden","68","640560","0,022231","151562,38","0,073765403",78,78,16,"Yes"
"No","SMB Mid","Orsa","Dalarna","Sweden","30","200400","0,882965","8929","0,207625714",8,9999,4,"No"
"No","SMB Small","Strängnäs","Södermanland","Sweden","1,3","0","1","949","0,280842993",691,9999,1,"No"
"No","SMB Small","Stockholm","Stockholm","Sweden","1,8","39708","0","19791,6","0,061284585",354,9999,1,"No"
"No","SMB Small","Jönköping","Jönköping","Sweden","1,3","0","1","6535","0,187958684",685,9999,2,"No"
"Yes","SMB Mid","Sola","Rogaland","Norway","1,8","12330","1","26636,12","0,349999925",91,9999,4,"No"
"No","SMB Small","Fredericia","Syddanmark","Denmark","6,5","0","1","766,42","0,226364135",392,9999,1,"No"
"Yes","SMB Large","Gnosjö","Jönköping","Sweden","1,3","0","0,382524","43181,94","0,173122606",399,9999,19,"No"
"No","SMB Small","Norrköping","Östergötland","Sweden","1,8","15966","1","4490","0,3062049",50,9999,2,"No"
"No","SMB Small","Oslo","Oslo","Norway","1,8","13374","0,024312","25068,24","0,089124326",271,9999,1,"No"
"No","SMB Small","Oslo","Oslo","Norway","-1","0","0,053007","2886,58","0,20420359",683,9999,1,"No"
"No","SMB Small","Botkyrka","Stockholm","Sweden","-1","0","0","1593","0,107212806",57,9999,1,"No"
"No","Corporate","Karlskrona","Blekinge","Sweden","30","251700","1","275","0,422436364",158,9999,1,"No"
"No","SMB Small","Oslo","Oslo","Norway","1,8","0","1","1019,18","0,188239565",389,9999,1,"No"
"No","SMB Small","Tjörn","Västra Götaland","Sweden","1,3","10907","0,140145","17096,56","0,068184477",194,9999,3,"No"
"Yes","Corporate","Helsinki","Uusimaa","Finland","137","204517,5","0,287515","162960,52","0,064173457",57,9999,46,"No"
"No","SMB Small","Sorø","Sjælland","Denmark","6,5","0","0","6408,15","0,06122828",677,9999,2,"No"
"No","SMB Small","Not Defined","Not Defined","Denmark","1","0","0,059485","27903,24","0,103501959",14,9999,1,"No"
"No","SMB Small","Frederiksberg","Hovedstaden","Denmark","1,8","0","0,218595","53242,11","0,092902404",650,9999,2,"No"
"Yes","SMB Small","Kalmar","Kalmar","Sweden","6,5","0","0","2399","0,069987495",533,9999,1,"No"
"No","SMB Small","Stockholm","Stockholm","Sweden","1,8","0","0,174227","23429,2","0,093871323",657,9999,5,"No"
"No","SMB Mid","Hareid","Møre og Romsdal","Norway","1,3","8905","0,049025","19702,84","0,114572315",288,333,2,"Yes"
"No","SMB Small","Bergen","Hordaland","Norway","1,3","28964","1","15034,4","0,077132443",288,9999,2,"No"
"No","SMB Mid","København","Hovedstaden","Denmark","13,4","339422","0,274112","50494,42","0,113867829",291,9999,9,"No"
"No","SMB Small","Lidingö","Stockholm","Sweden","1,8","12024","1","849","0,153392226",330,9999,1,"No"
"No","SMB Small","Esbjerg","Syddanmark","Denmark","13,4","128506","0","2393,39","0,076966144",348,9999,1,"No"
"No","SMB Small","Ljungby","Kronoberg","Sweden","13,4","138958","1","2494","0,234587009",6,9999,2,"No"
"No","SMB Small","Täby","Stockholm","Sweden","-1","0","0","13688","0,056922852",488,488,2,"Yes"
"No","SMB Small","Solna","Stockholm","Sweden","1,3","0","0,221941","15833","0,18913535",480,9999,2,"No"
"No","SMB Small","Sunne","Värmland","Sweden","1,3","0","0,026719","18526,01","0,098550632",673,673,4,"Yes"
"No","Corporate","Århus","Midtjylland","Denmark","68","652120","1","1508,5","0,356990388",8,9999,2,"No"
"No","SMB Small","Göteborg","Västra Götaland","Sweden","13,4","118858","0,020449","12176,06","0,089018944",79,9999,1,"No"
"No","SMB Small","Halden","Østfold","Norway","1,3","8905","0,844993","14833,34","0,227360797",36,9999,6,"No"
"Yes","Corporate","Nord-Aurdal","Oppland","Norway","68","505240","0,080645","152837,76","0,098133603",53,9999,17,"No"
"No","SMB Small","Linköping","Östergötland","Sweden","1,8","12024","1","1099","0,228880801",347,9999,1,"No"
"No","SMB Small","Stockholm","Stockholm","Sweden","1,3","29432","0,160015","39615","0,114019437",140,158,3,"Yes"
"No","SMB Small","Joensuu","Pohjois-Karjala","Finland","1,8","0","0,008173","11355,49","0,077047314",518,9999,1,"No"
"No","SMB Small","Hol","Buskerud","Norway","13,4","73968","0,087525","30240,65","0,11512451",334,9999,1,"No"
"No","SMB Small","Eidsberg","Østfold","Norway","1,3","0","0","15920,14","0,037474545",601,9999,1,"No"
"No","SMB Small","Härryda","Västra Götaland","Sweden","6,5","43420","0,567635","81656,34","0,176606128",28,9999,29,"No"
"No","SMB Small","Skara","Västra Götaland","Sweden","1,3","28678","0,255263","42401,6","0,109376061",39,42,10,"Yes"
"No","SMB Small","Time","Rogaland","Norway","1,3","9659","0,199529","1609,89","0,220952984",348,9999,2,"No"
"No","SMB Small","Oslo","Oslo","Norway","1,3","9659","0,36562","17777,36","0,106964701",110,9999,3,"No"
"Yes","Public","Lødingen","Nordland","Norway","751,3","6754581,33","0,125033","274878,79","0,104555211",26,9999,85,"No"
"No","SMB Mid","Linköping","Östergötland","Sweden","68","740520","0,252052","569944,7","0,151616288",22,9999,88,"No"
"Yes","SMB Small","Norrtälje","Stockholm","Sweden","1,8","39708","0,195036","29813,16","0,116216463",13,9999,3,"No"
"No","SMB Large","Kalmar","Kalmar","Sweden","13,4","118858","0,582945","6661","0,257633989",28,9999,3,"No"
"No","SMB Mid","Sørum","Akershus","Norway","68","505240","0,41455","11621,24","0,21991371",288,9999,1,"No"
"No","SMB Small","Göteborg","Västra Götaland","Sweden","1,3","28678","0,083635","17911,04","0,129649088",258,9999,3,"No"
"No","SMB Small","København","Hovedstaden","Denmark","6,5","0","0","7953,34","0,205961269",628,9999,2,"No"
"No","SMB Small","København","Hovedstaden","Denmark","1,8","45594","0","1935,24","0,047885534",117,9999,1,"No"
"Yes","SMB Mid","Fredrikstad","Østfold","Norway","1,3","14859","0,233285","232720,33","0,137809576",207,9999,46,"No"
"No","SMB Mid","Vallentuna","Stockholm","Sweden","30","351900","0,248493","466125,9","0,131150103",5,649,46,"Yes"
"No","SMB Small","Stockholm","Stockholm","Sweden","1,8","19602","0,156074","110717,74","0,118195332",99,9999,18,"No"
"No","SMB Small","Örebro","Örebro","Sweden","1,8","7237,8","0,587657","2544","0,32648978",355,9999,2,"No"
"No","SMB Small","Sandviken","Gävleborg","Sweden","1,8","0","0,093454","2536","0,214428233",635,9999,1,"No"
"No","SMB Small","Vellinge","Skåne","Sweden","1,3","10907","0,252761","14935","0,346106461",221,9999,1,"No"
"No","SMB Small","Stockholm","Stockholm","Sweden","1,8","0","0,077177","23297","0,087256728",522,9999,1,"No"
"No","SMB Small","Göteborg","Västra Götaland","Sweden","1,8","0","0","135","0,32162963",442,9999,1,"No"
"No","SMB Mid","Stenungsund","Västra Götaland","Sweden","30","311100","0,108702","105070,2","0,092316185",130,9999,28,"No"
"No","SMB Small","Sollentuna","Stockholm","Sweden","1,8","19602","0,062351","23030,76","0,077168535",36,9999,5,"No"
"No","SMB Small","Sollefteå","Västernorrland","Sweden","1,8","9970,2","0,031489","21537,64","0,060984862",215,9999,3,"No"
"No","SMB Small","Frederiksberg","Hovedstaden","Denmark","-1","13234","0","1244,31","0,143517291",176,9999,1,"No"
"No","SMB Small","Örnsköldsvik","Västernorrland","Sweden","1,8","12024","0,051403","15641","0,095832747",210,9999,4,"No"
"No","SMB Small","Ekerö","Stockholm","Sweden","1,8","0","0","1849","0,058074635",500,9999,1,"No"
"No","SMB Small","Stockholm","Stockholm","Sweden","1,3","10907","0,059288","4031,16","0,062193016",39,9999,1,"No"
"No","SMB Mid","Alstahaug","Nordland","Norway","30","668400","0,050342","13743,68","0,145263132",20,9999,2,"No"
"No","SMB Small","Stockholm","Stockholm","Sweden","1,3","0","0,579235","7484","0,147711117",425,9999,1,"No"
"No","SMB Small","København","Hovedstaden","Denmark","13,4","162676","0,126183","75658,86","0,090706891",167,9999,8,"No"
"No","SMB Small","Luleå","Norrbotten","Sweden","1,3","13138,77","0,009588","11994","0,113818576",56,9999,1,"No"
"No","SMB Small","Vega","Nordland","Norway","30","0","0,046013","9692,32","0,1046282",460,9999,1,"No"
"No","SMB Small","København","Hovedstaden","Denmark","-1","0","0","6529,19","0,204181529",368,9999,1,"No"
"No","SMB Small","Stockholm","Stockholm","Sweden","1,3","28678","0,203686","428331,86","0,122221121",1,197,61,"Yes"
"No","SMB Small","Odense","Syddanmark","Denmark","1,3","32929","0,02885","51684,48","0,09293757",291,9999,8,"No"
"Yes","SMB Mid","Göteborg","Västra Götaland","Sweden","56,8","666264","0,140659","205885,8","0,083131425",25,9999,49,"No"
"No","SMB Small","Österåker","Stockholm","Sweden","1,3","14157","1","551,2","0,197931785",39,9999,2,"No"
"No","SMB Small","København","Hovedstaden","Denmark","13,4","128506","1","2051,49","0,169710796",69,9999,1,"No"
"No","SMB Small","Uppsala","Uppsala","Sweden","30","269700","1","314","0,118280255",239,9999,1,"No"
"No","SMB Small","Uppsala","Uppsala","Sweden","1,8","19602","0,362696","304417,87","0,172833152",8,9999,60,"No"
"No","SMB Small","Uppsala","Uppsala","Sweden","1,3","14157","0","16473,82","0,139926866",286,286,1,"Yes"
"No","SMB Small","Ballerup","Hovedstaden","Denmark","1,8","45594","0,046705","64513,86","0,106143858",34,9999,11,"No"
"No","SMB Small","Helsingør","Hovedstaden","Denmark","-1","0","0,110069","13277,1","0,13520799",628,9999,2,"No"
"No","SMB Small","Enköping","Uppsala","Sweden","6,5","70785","0,141534","121546","0,099084709",154,9999,7,"No"
"No","Corporate","Örebro","Örebro","Sweden","68","570520","0,01991","13510,2","0,14155601",40,9999,3,"No"
"No","Corporate","Oulu","Pohjois-Pohjanmaa","Finland","68","94350","0,22751","262839,38","0,137387556",35,244,64,"Yes"
"No","SMB Small","Sollentuna","Stockholm","Sweden","1,3","28678","0,107087","60585,72","0,082412324",265,321,7,"Yes"
"No","SMB Small","Stockholm","Stockholm","Sweden","1,8","39708","0","18839","0,030236743",232,9999,1,"No"
"No","SMB Small","Hässleholm","Skåne","Sweden","1,3","0","0,226798","14158,01","0,085984542",581,9999,2,"No"
"No","SMB Small","Rudersdal","Hovedstaden","Denmark","1,8","45594","1","933,9","0,207698897",330,9999,3,"No"
"No","SMB Small","Sorø","Sjælland","Denmark","1,8","0","0,059283","4093,71","0,135869419",613,9999,1,"No"
"No","SMB Small","Stockholm","Stockholm","Sweden","1,8","19602","0,464174","52786,2","0,180411926",167,9999,12,"No"
"No","SMB Small","Stockholm","Stockholm","Sweden","6,5","70785","0,027603","160343,52","0,095098074",21,9999,9,"No"
"No","SMB Mid","Linköping","Östergötland","Sweden","1,8","0","0,454601","31058","0,20751465",442,9999,12,"No"
"No","SMB Small","Solna","Stockholm","Sweden","1,3","0","0,071627","7539","0,182227086",680,9999,1,"No"
"No","SMB Small","Vågsøy","Sogn og Fjordane","Norway","6,5","79820","0,242937","71499","0,139327263",92,9999,3,"No"
"No","SMB Small","Malmö","Skåne","Sweden","1,3","0","0","11499","0,112966345",526,9999,1,"No"
"No","SMB Small","Luleå","Norrbotten","Sweden","1,3","13598","1","12307","0,232171122",36,9999,4,"No"
"No","SMB Small","Frogn","Akershus","Norway","6,5","0","1","502,82","0,2742731",399,9999,1,"No"
"No","SMB Large","Simrishamn","Skåne","Sweden","173,5","1994913,5","0,178042","539820,03","0,135845737",12,9999,103,"No"
"Yes","SMB Small","Lund","Skåne","Sweden","13,4","295604","0,042885","90035,63","0,067387211",131,9999,12,"No"
"No","SMB Small","Aalborg","Nordjylland","Denmark","6,5","62335","0","6039,29","0,22673195",147,9999,2,"No"
"No","SMB Small","Stockholm","Stockholm","Sweden","1,8","7237,8","0","12194","0,16358783",78,9999,2,"No"
"No","SMB Small","Fredericia","Syddanmark","Denmark","1,8","13824","0","590,56","0,116160932",127,9999,1,"No"
"Yes","SMB Mid","Örebro","Örebro","Sweden","30","661800","0,113506","277457,36","0,091256941",20,9999,29,"No"
"No","Corporate","Växjö","Kronoberg","Sweden","813","6821070","0,128019","47930,2","0,200288336",21,9999,2,"No"
"No","SMB Small","Fredensborg","Hovedstaden","Denmark","1,8","17262","0,127996","22459,45","0,115193827",231,9999,5,"No"
"No","SMB Small","Pajala","Norrbotten","Sweden","1,8","0","0,238892","7225","0,064023529",726,9999,1,"No"
"No","SMB Small","Turku","Varsinais-Suomi","Finland","13,4","0","1","629,13","0,534547709",607,9999,1,"No"
"No","SMB Small","Täby","Stockholm","Sweden","13,4","295604","0,267496","343088,81","0,123139837",14,9999,33,"No"
"Yes","Corporate","Århus","Midtjylland","Denmark","617,6","15709666","0,171195","3834072,5","0,068588455",1,9999,808,"No"
"No","SMB Small","Sunne","Värmland","Sweden","13,4","0","0,122181","7415,2","0,132820423",642,9999,3,"No"
"No","SMB Small","Kvinnherad","Hordaland","Norway","13,4","99562","0","5240,99","0,079605189",57,9999,1,"No"
"No","SMB Small","Göteborg","Västra Götaland","Sweden","1,8","39708","0","1335","0,274696629",211,9999,1,"No"
"No","Corporate","Årdal","Sogn og Fjordane","Norway","68","777240","0,140119","220070,23","0,123944479",11,9999,59,"No"
"No","SMB Mid","Norddjurs","Midtjylland","Denmark","68","308924","0,18036","429241,71","0,19683015",14,53,59,"Yes"
"No","SMB Small","Gentofte","Hovedstaden","Denmark","-1","16653","0,098448","40239,25","0,110836807",208,9999,5,"No"
"No","SMB Small","Nacka","Stockholm","Sweden","6,5","0","0","9698","0,067027222",726,726,1,"Yes"
"No","SMB Small","Stockholm","Stockholm","Sweden","6,5","70785","0,111551","55328,93","0,081380211",35,9999,14,"No"
"No","SMB Small","Danderyd","Stockholm","Sweden","1,8","39708","0,248398","43369,88","0,119788434",68,9999,13,"No"
"No","SMB Mid","Örebro","Örebro","Sweden","30","200400","0,246088","2109","0,248572783",279,9999,2,"No"
"No","SMB Small","Halmstad","Halland","Sweden","1,8","39708","0,313562","131262,4","0,150978269",92,9999,14,"No"
"No","SMB Small","Nynäshamn","Stockholm","Sweden","1,8","19602","0,215075","50777,52","0,108804644",161,9999,4,"No"
"No","SMB Small","Kolding","Syddanmark","Denmark","1,8","23058","0,490433","6871,96","0,157547483",162,9999,4,"No"
"No","SMB Small","Kontiolahti","Pohjois-Karjala","Finland","823,4","970765,17","0","8972,99","0,064852407",7,9999,2,"No"
"No","SMB Small","Lerum","Västra Götaland","Sweden","1,3","0","0","2749","0,062146235",722,9999,1,"No"
"No","SMB Small","Helsingør","Hovedstaden","Denmark","1,8","0","0,248943","2741,51","0,148206645",573,9999,1,"No"
"No","SMB Mid","Malmö","Skåne","Sweden","30","120630","0,13737","7629","0,098328746",354,9999,2,"No"
"No","SMB Small","Kinda","Östergötland","Sweden","30","200400","0,316018","36058","0,156026402",223,944,12,"Yes"
"No","SMB Small","Nacka","Stockholm","Sweden","1,8","0","0,014468","12372,01","0,099063127",655,655,1,"Yes"
"No","SMB Small","Stockholm","Stockholm","Sweden","1,8","15966","0,062951","114835,2","0,109258398",25,25,7,"Yes"
"No","SMB Small","Svedala","Skåne","Sweden","30","282600","1","1839","0,009978249",245,9999,1,"No"
"No","SMB Large","Nacka","Stockholm","Sweden","1,8","15102","0,105695","18524,96","0,183921045",202,9999,5,"No"
"No","SMB Mid","Hvidovre","Hovedstaden","Denmark","13,4","146328","0","129256,36","0,346683521",237,237,4,"Yes"
"No","SMB Small","Tjörn","Västra Götaland","Sweden","1,3","28678","0,251289","24078,69","0,16687868",26,9999,7,"No"
