"LineDiscount","CustomerUnit","Municipality","County","Country","NoOfEmployees","Potential","AccessoryRatio","NSB","CPLow","Days","TargetDays","NrOfOrder","Software"
"Yes","SMB Mid","Halden","Østfold","Norway","68","1515040","0,360957","1027957,44","0,141074216",1,242,172,"Yes"
"No","SMB Small","Eskilstuna","Södermanland","Sweden","1,8","21114","0","6486,4","0,062014369",133,9999,1,"No"
"No","SMB Mid","Osterøy","Hordaland","Norway","-1","0","1","1059,18","0,276534678",232,9999,1,"No"
"No","SMB Small","Nacka","Stockholm","Sweden","1,8","19602","0,201476","56895,06","0,089504431",90,9999,11,"No"
"No","SMB Small","Stockholm","Stockholm","Sweden","1,8","19602","0,098865","26429,89","0,084606482",190,9999,4,"No"
"No","SMB Small","Stockholm","Stockholm","Sweden","1,8","12024","0,733292","2277,4","0,131711601",190,9999,1,"No"
"No","SMB Small","Gladsaxe","Hovedstaden","Denmark","6,5","0","0","2107,16","0,223034796",694,9999,1,"No"
"Yes","SMB Small","Vänersborg","Västra Götaland","Sweden","1,3","13598","0,019582","3319,37","0,110526998",158,9999,1,"No"
"No","SMB Small","Härryda","Västra Götaland","Sweden","15,2","165528","0,186279","9061,64","0,095486027",39,9999,5,"No"
"No","SMB Small","Helsinki","Uusimaa","Finland","1,8","4928,4","0","6954,61","0,090419161",237,9999,1,"No"
"No","SMB Small","Fredensborg","Hovedstaden","Denmark","8,3","0","0,018928","9123,19","0,086523464",538,9999,2,"No"
"No","SMB Small","Bergen","Hordaland","Norway","1,8","0","1","124,28","0,694399743",368,9999,1,"No"
"No","SMB Small","Borås","Västra Götaland","Sweden","13,4","0","0,13849","46061","0,130129611",434,1006,6,"Yes"
"No","SMB Small","Vejle","Syddanmark","Denmark","1,3","0","0","1151,84","0,335723712",504,9999,1,"No"
"No","SMB Small","Assens","Syddanmark","Denmark","1,8","0","0","7752,51","0,099161433",489,9999,1,"No"
"No","SMB Small","Borås","Västra Götaland","Sweden","1,8","19602","0,556859","3834","0,200109546",99,9999,1,"No"
"No","SMB Small","Not Defined","Not Defined","Sweden","1","0","1","2245","0,259331849",22,9999,1,"No"
"No","SMB Small","Malmö","Skåne","Sweden","6,5","0","0,32118","48384","0,092842262",516,9999,7,"No"
"No","SMB Small","København","Hovedstaden","Denmark","1,8","24372","0,334223","6292,35","0,166694478",70,9999,5,"No"
"No","SMB Small","Ängelholm","Skåne","Sweden","1,8","16956","0,337335","16598,14","0,051705794",5,9999,6,"No"
"No","SMB Small","Uppsala","Uppsala","Sweden","30","282600","0,157169","58179,28","0,124050005",246,9999,9,"No"
"No","SMB Large","Stockholm","Stockholm","Sweden","1564,8","33540582","0,112327","195232,1","0,109193212",43,431,14,"Yes"
"No","SMB Mid","Kävlinge","Skåne","Sweden","30","351900","0,078123","543580,5","0,074978996",34,9999,50,"No"
"No","SMB Small","Bergen","Hordaland","Norway","1,8","0","0,037631","3625,11","0,027041938",659,9999,1,"No"
"No","SMB Small","Lidköping","Västra Götaland","Sweden","13,4","295604","0,269227","25146","0,120492325",62,9999,6,"No"
"No","SMB Small","Stockholm","Stockholm","Sweden","1,3","0","1","1699","0,136344909",729,9999,1,"No"
"No","SMB Small","Stockholm","Stockholm","Sweden","6,5","143390","0,11247","75344","0,135554523",229,335,11,"Yes"
"No","SMB Small","Lidingö","Stockholm","Sweden","1,3","0","0","8198","0,054442547",609,9999,2,"No"
"No","Corporate","Tidaholm","Västra Götaland","Sweden","36,5","403690","0,172737","279086,54","0,146473599",18,9999,74,"No"
"No","SMB Small","Dorotea","Västerbotten","Sweden","6,5","143390","0,268843","17088","0,184114583",5,9999,9,"No"
"No","SMB Small","Stockholm","Stockholm","Sweden","6,5","70785","0,051646","35627","0,133239116",195,739,6,"Yes"
"No","SMB Small","Frogn","Akershus","Norway","1,3","0","0","9520,94","0,160025166",673,9999,1,"No"
"No","SMB Small","Värnamo","Jönköping","Sweden","1,8","15102","0,38863","42328,08","0,098013659",29,29,6,"Yes"
"No","SMB Small","Turku","Varsinais-Suomi","Finland","6,5","6712,55","0,068642","14344,62","0,125689631",103,9999,3,"No"
"No","SMB Small","Not Defined","Not Defined","Sweden","1","0","2,00E-06","8734,02","0,044923185",5,9999,2,"No"
"No","SMB Small","Kristianstad","Skåne","Sweden","1,8","0","0","890","0,039101124",441,9999,1,"No"
"No","SMB Small","Landskrona","Skåne","Sweden","6,5","54535","0,526919","3623,06","0,272454776",272,9999,4,"No"
"No","SMB Small","Mölndal","Västra Götaland","Sweden","13,4","89512","0,18316","135122,29","0,099292722",1,9999,25,"No"
"No","SMB Small","Härryda","Västra Götaland","Sweden","1,8","0","0,174125","13318","0,158901487",685,9999,1,"No"
"No","SMB Small","Trondheim","Sør-Trøndelag","Norway","6,5","79820","0","1207,91","0,249422556",334,9999,1,"No"
"No","Home","Not Defined","Not Defined","Sweden","1","0","0,086087","11188,68","0,056646539",181,9999,2,"No"
"No","Corporate","Vantaa","Uusimaa","Finland","30","20574","0,241332","310858,89","0,109616231",4,9999,77,"No"
"Yes","SMB Small","Not Defined","Not Defined","Sweden","-1","0","0","6606,6","0,136645173",706,706,3,"Yes"
"No","SMB Small","Oslo","Oslo","Norway","13,4","164552","0,028641","120487,78","0,068247751",154,9999,6,"No"
"No","SMB Small","Växjö","Kronoberg","Sweden","13,4","118858","0,021222","18612,04","0,056297429",258,798,3,"Yes"
"No","SMB Small","Göteborg","Västra Götaland","Sweden","13,4","145926","0,040927","139736,43","0,071523296",67,9999,26,"No"
"No","SMB Small","Uppsala","Uppsala","Sweden","1,8","0","0,206691","17635","0,163537284",496,9999,1,"No"
"No","SMB Small","Favrskov","Midtjylland","Denmark","6,5","0","0,427754","10696,66","0,160207953",599,9999,1,"No"
"No","SMB Small","Stockholm","Stockholm","Sweden","1,3","0","0","13439","0,062523253",519,9999,1,"No"
"No","SMB Small","Sala","Västmanland","Sweden","1,8","9970,2","0,079724","7500,8","0,05325032",161,9999,1,"No"
"Yes","SMB Large","Horsens","Midtjylland","Denmark","137","0","0,500253","7556,91","0,214251592",427,9999,7,"No"
"No","SMB Small","Ljungby","Kronoberg","Sweden","1,8","0","0","2799","0,053004645",547,9999,1,"No"
"No","SMB Mid","Ockelbo","Gävleborg","Sweden","30","251700","0,321196","47531,68","0,141092215",92,9999,21,"No"
"No","SMB Small","København","Hovedstaden","Denmark","13,4","136412","1","1045,95","0,142234332",92,9999,2,"No"
"No","SMB Small","København","Hovedstaden","Denmark","13,4","171654","0,454372","11559,57","0,137248185",57,9999,6,"No"
"No","SMB Small","Nacka","Stockholm","Sweden","1,8","39708","1","595","0,263327731",140,9999,1,"No"
"Yes","SMB Small","Oslo","Oslo","Norway","13,4","298552","0,078123","110702,71","0,078400158",12,9999,14,"No"
"No","SMB Small","Stockholm","Stockholm","Sweden","1,8","8222,4","0,136703","41227,86","0,113551613",79,9999,6,"No"
"No","SMB Small","Halmstad","Halland","Sweden","1,8","12024","1","4434","0,155554804",83,9999,3,"No"
"Yes","SMB Small","Solna","Stockholm","Sweden","13,4","145926","0,464014","1146627,81","0,129168784",14,564,125,"Yes"
"No","SMB Small","Sønderborg","Syddanmark","Denmark","1,8","11430","0","1365,13","0,03086153",315,9999,1,"No"
"No","SMB Small","Nacka","Stockholm","Sweden","1,3","28678","0,207805","5048","0,127848653",153,9999,2,"No"
"No","SMB Small","Östersund","Jämtland","Sweden","13,4","118858","0,386197","7089,64","0,157899414",263,9999,2,"No"
"No","SMB Mid","Malmö","Skåne","Sweden","68","603160","0,05707","113371,01","0,101607633",14,9999,19,"No"
"Yes","Corporate","Tampere","Pirkanmaa","Finland","307","851244,2","0,394094","114108,71","0,137436047",8,9999,24,"No"
"No","SMB Small","Uppsala","Uppsala","Sweden","6,5","143390","0,456106","26781","0,172640678",132,132,5,"Yes"
"No","SMB Small","Jönköping","Jönköping","Sweden","6,5","0","0","8025,2","0,052826098",474,9999,1,"No"
"No","SMB Small","Morsø","Nordjylland","Denmark","13,4","0","0,140933","10073,46","0,115603775",581,9999,1,"No"
"No","SMB Small","Malmö","Skåne","Sweden","1,8","19602","0,191617","88761,45","0,387076484",43,9999,22,"No"
"No","SMB Mid","Lejre","Sjælland","Denmark","68","742560","0,795399","24252,54","0,174648099",4,1013,7,"Yes"
"No","Home","Not Defined","Not Defined","Sweden","1","0","0","791,2","0,174595551",224,9999,1,"No"
"No","SMB Large","Mandal","Vest-Agder","Norway","350,4","0","0,11772","25659,24","0,201189903",412,9999,5,"No"
"No","SMB Small","Täby","Stockholm","Sweden","1,3","0","0","2639","0,134179613",512,9999,2,"No"
"No","SMB Small","Nybro","Kalmar","Sweden","6,5","57655","0,622862","18301","0,058240533",342,9999,1,"No"
"No","SMB Mid","Solna","Stockholm","Sweden","26,8","269608","0,546706","102472,22","0,143654641",83,9999,19,"No"
"No","SMB Small","Albertslund","Hovedstaden","Denmark","1,8","17262","0,04219","5445,78","0,098399127",183,9999,2,"No"
"No","SMB Small","Slagelse","Sjælland","Denmark","-1","16653","1","1039,98","0,109502106",250,9999,1,"No"
"No","SMB Mid","Stockholm","Stockholm","Sweden","48,8","385520","0,332754","65610","0,185710562",62,9999,12,"No"
"Yes","SMB Small","Ulricehamn","Västra Götaland","Sweden","6,5","76245","0,252732","60873,13","0,136912296",60,60,16,"Yes"
"No","SMB Small","Sundsvall","Västernorrland","Sweden","1,8","0","0","899","0,204671858",449,9999,1,"No"
"No","SMB Small","Orsa","Dalarna","Sweden","1,8","12024","0","5242,8","0,10616846",149,149,2,"Yes"
"No","SMB Mid","Stockholm","Stockholm","Sweden","30","269700","0","2484","0,346618357",337,9999,1,"No"
"No","SMB Large","Mölndal","Västra Götaland","Sweden","156,9","1708641","0,164582","1244952,8","0,119686907",6,263,85,"Yes"
"No","SMB Small","Luleå","Norrbotten","Sweden","15,2","335312","0,754176","10536","0,248803151",257,9999,3,"No"
"No","SMB Small","Härjedalen","Jämtland","Sweden","6,5","76245","1","590","0,257254237",39,9999,1,"No"
"No","SMB Small","Lomma","Skåne","Sweden","307","2759930","0,222221","25573,6","0,169522867",270,9999,3,"No"
"No","SMB Small","Älvsbyn","Norrbotten","Sweden","1,3","0","0","4344","0,063340239",701,9999,2,"No"
"Yes","Public","Falun","Dalarna","Sweden","5317,6","48685364,6","0,541455","1467115,1","0,169910439",5,204,506,"Yes"
"No","SMB Small","Stockholm","Stockholm","Sweden","-1","0","0,101414","123109,04","0,068551586",705,9999,22,"No"
"No","SMB Small","Smedjebacken","Dalarna","Sweden","1,8","19602","0,473926","7594","0,188609428",217,9999,2,"No"
"No","SMB Small","Mora","Dalarna","Sweden","1,8","39708","0","1949","0,060030785",27,27,1,"Yes"
"No","SMB Mid","Allerød","Hovedstaden","Denmark","30","327600","0,215795","360480,43","0,097294352",13,9999,26,"No"
"No","Public","København","Hovedstaden","Denmark","1686,9","18420948","0,831798","3649,5","0,278153172",70,9999,10,"No"
"No","Corporate","København","Hovedstaden","Denmark","137","1394660","0","17162,18","0,108469903",329,9999,1,"No"
"No","SMB Large","Køge","Sjælland","Denmark","98","1326920","0,167767","443189,81","0,155000066",43,9999,72,"No"
"No","SMB Small","Östersund","Jämtland","Sweden","1,8","0","0","9675","0,161302326",442,9999,1,"No"
"No","SMB Small","Ljusdal","Gävleborg","Sweden","6,5","0","0,064573","63602,18","0,101085057",400,9999,6,"No"
"No","SMB Small","Göteborg","Västra Götaland","Sweden","13,4","112426","0,322466","3098","0,145280826",263,9999,1,"No"
"No","SMB Small","Narvik","Nordland","Norway","1,3","0","0,33669","6167,53","0,111388189",551,9999,2,"No"
"No","SMB Small","Stockholm","Stockholm","Sweden","1,3","28678","0,027058","11789,16","0,070129678",211,211,1,"Yes"
"No","SMB Small","Falun","Dalarna","Sweden","1,8","39708","0,337383","71112","0,121664979",155,9999,12,"No"
"No","SMB Small","Austevoll","Hordaland","Norway","6,5","48295","0,039816","5458,32","0,100034443",57,9999,1,"No"
"No","SMB Small","Asker","Akershus","Norway","1,3","0","0,318441","3687,59","0,141835182",666,9999,1,"No"
"No","SMB Small","Trondheim","Sør-Trøndelag","Norway","1,8","22104","0,200357","6758,22","0,108861505",196,9999,2,"No"
"No","SMB Small","Norddjurs","Midtjylland","Denmark","1,8","21852","0","1176,24","0,281728219",112,9999,1,"No"
"No","SMB Small","Svedala","Skåne","Sweden","1,3","10907","0,338032","21137","0,090756493",21,986,3,"Yes"
"Yes","SMB Small","Härryda","Västra Götaland","Sweden","1,8","21114","0,029769","9708","0,060608776",349,9999,2,"No"
"No","SMB Small","Håbo","Uppsala","Sweden","1,8","19602","0,50795","51445,92","0,175391946",161,9999,3,"No"
"No","SMB Mid","Stockholm","Stockholm","Sweden","1,8","16182","0,037849","83886,03","0,088226013",146,693,11,"Yes"
"No","SMB Small","Sigtuna","Stockholm","Sweden","1,3","0","1","1699","0,373078281",477,9999,3,"No"
"No","SMB Large","Sundsvall","Västernorrland","Sweden","167","1731790","0,019701","24769,77","0,078495682",161,608,4,"Yes"
"No","SMB Small","Oslo","Oslo","Norway","13,4","0","0,190512","11965,76","0,088908686",400,9999,1,"No"
"Yes","SMB Small","Stockholm","Stockholm","Sweden","13,4","105860","0,128644","174482,32","0,08485066",75,9999,33,"No"
"No","SMB Small","Tampere","Pirkanmaa","Finland","6,5","3706,3","0","8375,51","0,029324781",5,9999,2,"No"
"No","SMB Mid","Stockholm","Stockholm","Sweden","30","0","0","49322,89","0,138508307",461,461,4,"Yes"
"No","SMB Small","Boden","Norrbotten","Sweden","1,8","12024","0","2328","0,237439863",39,9999,1,"No"
"No","SMB Small","Örebro","Örebro","Sweden","1,8","39708","0,183783","94170,62","0,090951191",329,9999,7,"No"
"No","SMB Small","Stockholm","Stockholm","Sweden","1,8","0","0,256561","65727,01","0,132207901",385,9999,2,"No"
"No","SMB Small","Mark","Västra Götaland","Sweden","1,8","15102","0,422749","1644","0,160328467",250,9999,1,"No"
"No","SMB Small","Stockholm","Stockholm","Sweden","1,3","28678","0,31065","36178,92","0,145863392",90,9999,8,"No"
"No","SMB Small","Stockholm","Stockholm","Sweden","1,3","15249","0,744671","2346","0,129846547",351,9999,3,"No"
"No","SMB Small","Stockholm","Stockholm","Sweden","1,3","0","0","5695","0,122036874",620,9999,1,"No"
"No","SMB Small","Gävle","Gävleborg","Sweden","-1","0","0,621162","5217,64","0,164743064",168,9999,2,"No"
"No","SMB Mid","Borås","Västra Götaland","Sweden","30","251700","0,189207","502229,27","0,133733464",1,306,50,"Yes"
"No","SMB Small","København","Hovedstaden","Denmark","13,4","171654","0,168957","132215,79","0,106990171",39,277,10,"Yes"
"No","SMB Small","Vestvågøy","Nordland","Norway","-1","0","1","983,07","0,228000041",519,9999,1,"No"
"No","SMB Small","Helsingborg","Skåne","Sweden","6,5","54535","0,352456","102710,45","0,167048922",60,9999,16,"No"
"No","SMB Small","Helsingborg","Skåne","Sweden","13,4","89512","0,089634","78221,8","0,100326891",27,9999,7,"No"
"No","SMB Small","Landskrona","Skåne","Sweden","1,3","28678","0,171016","75824,2","0,153416719",14,9999,17,"No"
"No","SMB Small","Vellinge","Skåne","Sweden","1,8","19602","0","4239","0,100103798",176,9999,1,"No"
"No","Corporate","Kouvola","Kymenlaakso","Finland","13,4","16523,2","0,141189","11362,25","0,144524192",161,9999,3,"No"
"No","SMB Small","Thisted","Nordjylland","Denmark","13,4","102912","0,130354","12982,06","0,130203527",188,9999,1,"No"
"Yes","Public","Haram","Møre og Romsdal","Norway","2922,1","24144722,13","0,032226","19069,66","0,065772017",40,9999,10,"No"
"No","SMB Small","Eskilstuna","Södermanland","Sweden","6,5","67405","0,066748","20000,58","0,09688119",337,9999,4,"No"
"Yes","SMB Small","Gävle","Gävleborg","Sweden","-1","0","0,199411","91292,37","0,101895591",260,581,23,"Yes"
"No","SMB Small","Karlshamn","Blekinge","Sweden","1,3","0","0,138601","18167,16","0,04113136",494,9999,2,"No"
"Yes","Public","Aalborg","Nordjylland","Denmark","30","327600","0,150917","256155,68","0,105266649",8,162,55,"Yes"
"No","SMB Small","Syddjurs","Midtjylland","Denmark","1,3","17602","0","275,17","0,194170876",306,9999,1,"No"
"No","SMB Mid","Frederikshavn","Nordjylland","Denmark","138,3","1062144","0,159887","62667,27","0,102071943",124,9999,10,"No"
"No","SMB Small","Norrköping","Östergötland","Sweden","1,8","0","0,251875","3200","0,226578125",511,9999,2,"No"
"No","SMB Small","Stockholm","Stockholm","Sweden","1,8","15102","0,217914","58867","0,12092055",40,9999,6,"No"
"No","SMB Small","Sollentuna","Stockholm","Sweden","1,3","14157","0","6486,4","0,046138074",137,9999,1,"No"
"No","SMB Small","Frederiksberg","Hovedstaden","Denmark","1,3","16653","0,149628","19923,11","0,149756238",49,9999,6,"No"
"No","SMB Small","København","Hovedstaden","Denmark","-1","0","0","3130,7","0,080547481",379,9999,1,"No"
"Yes","Corporate","Lier","Buskerud","Norway","150,4","842240","0,21789","1687512,04","0,114470123",4,288,163,"Yes"
"No","SMB Small","København","Hovedstaden","Denmark","6,5","164645","1","708,44","0,153096945",263,9999,1,"No"
"No","SMB Small","Espoo","Uusimaa","Finland","1,8","2497,5","0","6839,56","0,009114621",286,9999,1,"No"
"No","SMB Small","Furesø","Hovedstaden","Denmark","-1","0","1","1982,95","0,121067097",210,9999,1,"No"
"No","SMB Large","Stockholm","Stockholm","Sweden","307","2575730","0,719136","20672","0,221764706",84,9999,7,"No"
"No","SMB Small","Lidingö","Stockholm","Sweden","1,8","0","0,221814","8994","0,197470536",672,9999,1,"No"
"Yes","SMB Small","Leksand","Dalarna","Sweden","1,8","39708","0,077328","29309,46","0,080471288",12,9999,7,"No"
"No","SMB Small","Norrköping","Östergötland","Sweden","1,8","0","0,84682","1038","0,177302505",370,9999,1,"No"
"No","SMB Small","Örebro","Örebro","Sweden","1,8","19602","0","7998","0,084698675",56,56,1,"Yes"
"No","SMB Small","København","Hovedstaden","Denmark","13,4","339422","0,627184","6779,7","0,175062318",39,9999,8,"No"
"No","SMB Mid","Fredericia","Syddanmark","Denmark","30","287700","0,261401","363410,92","0,143135407",26,9999,118,"No"
"No","SMB Small","Sigtuna","Stockholm","Sweden","1,8","16182","0,190988","53249,42","0,132005381",167,9999,12,"No"
"No","SMB Small","Stockholm","Stockholm","Sweden","13,4","145926","0,131307","232104,31","0,102050152",127,9999,21,"No"
"No","SMB Small","Falun","Dalarna","Sweden","13,4","112426","0","19682,6","0,059929582",331,9999,2,"No"
"No","SMB Small","Järfälla","Stockholm","Sweden","1,3","0","1","718","0,202841226",560,9999,1,"No"
"No","SMB Small","Täby","Stockholm","Sweden","6,5","54535","0,500284","99115,54","0,203575342",25,9999,19,"No"
"No","SMB Small","Karlskoga","Örebro","Sweden","1,8","0","0,081176","6529","0,083767805",702,9999,2,"No"
"No","SMB Small","Syddjurs","Midtjylland","Denmark","1,3","0","1","660,96","0,164488017",432,9999,1,"No"
"No","SMB Small","Järfälla","Stockholm","Sweden","1,8","0","0,02271","28137","0,123262608",644,9999,3,"No"
"No","SMB Small","Helsinki","Uusimaa","Finland","1,8","1858,86","0","13501,41","0,07749561",288,9999,3,"No"
"No","SMB Mid","Ulricehamn","Västra Götaland","Sweden","13,4","112426","0,287076","189591,84","0,187205473",18,357,40,"Yes"
"No","SMB Small","Hudiksvall","Gävleborg","Sweden","1,8","15102","0,118458","1899,4","0,107949879",50,9999,1,"No"
"No","SMB Small","Roskilde","Sjælland","Denmark","1,3","16653","0","7548,5","0,177170299",174,9999,2,"No"
"Yes","SMB Small","Stockholm","Stockholm","Sweden","13,4","118858","0,083801","38856,93","0,078101126",53,9999,4,"No"
"No","SMB Small","Varberg","Halland","Sweden","1,8","39708","1","695","0,289669065",175,9999,1,"No"
"No","SMB Small","Köping","Västmanland","Sweden","1,8","12024","0,21836","24954,17","0,174523537",22,9999,6,"No"
"No","SMB Mid","Oslo","Oslo","Norway","13,4","298552","0,014052","31462,12","0,075925271",36,9999,2,"No"
"No","SMB Small","Malmö","Skåne","Sweden","1,3","0","0","649","0,129044684",470,9999,1,"No"
"No","SMB Small","Malmö","Skåne","Sweden","1,8","0","0,039487","11092","0,11542463",397,9999,4,"No"
"No","SMB Small","Täby","Stockholm","Sweden","13,4","89512","0,169143","85939","0,098198722",28,9999,14,"No"
"No","SMB Mid","Ängelholm","Skåne","Sweden","68","797640","0,169881","24152,2","0,066547147",298,364,5,"Yes"
"No","SMB Small","Stockholm","Stockholm","Sweden","1,8","19602","1","1587","0,225229994",85,9999,1,"No"
"No","SMB Small","Not Defined","Not Defined","Sweden","1","0","1","1590","0,328301887",14,9999,1,"No"
"No","SMB Small","Lyngby-Taarbæk","Hovedstaden","Denmark","1,8","23058","0,21058","12178,4","0,080917033",54,9999,1,"No"
"Yes","Corporate","Oslo","Oslo","Norway","1652,1","39914736","0,095878","103054,78","0,122663015",161,9999,11,"No"
"No","SMB Large","Uppsala","Uppsala","Sweden","6,5","143390","0,352743","236503,55","0,130016822",4,9999,49,"No"
"Yes","SMB Small","Mellerud","Västra Götaland","Sweden","13,4","0","0,042062","6632,92","0,05107856",442,9999,1,"No"
"No","SMB Small","Vordingborg","Sjælland","Denmark","1,3","5905,9","0","1567,03","0,228419367",57,9999,1,"No"
"No","SMB Small","Tidaholm","Västra Götaland","Sweden","1,3","28678","0,007791","25411","0,138719452",314,9999,5,"No"
"No","SMB Small","Grums","Värmland","Sweden","1,8","21114","0,38139","36207","0,11376557",47,9999,6,"No"
"No","SMB Small","Örebro","Örebro","Sweden","1,8","15102","0,909174","26083","0,234251812",95,9999,5,"No"
"No","SMB Small","Nacka","Stockholm","Sweden","1,3","7200,7","0,049919","5989,64","0,025949807",331,9999,1,"No"
"No","SMB Mid","Hässleholm","Skåne","Sweden","30","351900","0,025636","52543,98","0,107112366",307,307,10,"Yes"
"No","SMB Small","Örebro","Örebro","Sweden","6,5","0","0,242339","16906","0,093850112",376,9999,5,"No"
"No","SMB Small","Helsinki","Uusimaa","Finland","1,8","0","0","15292,15","0,047906933",655,9999,1,"No"
"No","SMB Small","Stockholm","Stockholm","Sweden","1,8","0","0","18498","0,052318629",596,9999,2,"No"
"No","SMB Large","Albertslund","Hovedstaden","Denmark","81,4","1042734","0","13390,66","0,066716652",263,9999,1,"No"
"No","SMB Small","Västerås","Västmanland","Sweden","1,3","0","0,183275","9794","0,081775577",693,9999,2,"No"
"No","SMB Small","Gotland","Gotland","Sweden","1,8","0","0,630495","20016,01","0,109541812",386,386,2,"Yes"
"No","SMB Small","Halmstad","Halland","Sweden","1,3","0","0","699","0,112446352",728,728,1,"Yes"
"No","SMB Small","Horsens","Midtjylland","Denmark","1,8","0","1","1672,85","0,049478435",456,9999,1,"No"
"No","SMB Mid","Lomma","Skåne","Sweden","30","0","0","2099","0,06213435",700,9999,1,"No"
"No","SMB Small","Helsingborg","Skåne","Sweden","1,8","19602","1","679","0,274815906",334,9999,1,"No"
"No","SMB Small","Valle","Aust-Agder","Norway","13,4","0","0","3203,53","0,028662132",630,9999,1,"No"
"No","SMB Small","København","Hovedstaden","Denmark","1,3","16653","1","1335,92","0,097528295",27,9999,2,"No"
"No","SMB Small","Mölndal","Västra Götaland","Sweden","13,4","0","0,054193","19449","0,07361561",599,9999,4,"No"
"No","SMB Small","Härryda","Västra Götaland","Sweden","6,5","26136,5","0,05559","8904,4","0,144756525",70,9999,3,"No"
"No","SMB Mid","Båtsfjord","Finnmark","Norway","137","0","0,222575","109948,31","0,217259092",385,9999,19,"No"
"No","SMB Mid","Orust","Västra Götaland","Sweden","30","351900","0,186642","160065,67","0,161750674",174,194,39,"Yes"
"No","SMB Small","Stockholm","Stockholm","Sweden","13,4","126228","0,583855","71331","0,091295089",12,9999,10,"No"
"No","SMB Mid","Gotland","Gotland","Sweden","6,5","54535","0,242233","34797","0,127732276",245,9999,11,"No"
"Yes","SMB Mid","Sävsjö","Jönköping","Sweden","30","351900","0,390449","99232,61","0,094257523",22,9999,26,"No"
"No","SMB Small","Uddevalla","Västra Götaland","Sweden","1,8","0","0,182142","2800","0,248285714",678,9999,1,"No"
"No","SMB Mid","Oslo","Oslo","Norway","137","1037090","0,176047","27090,96","0,149785021",81,1013,10,"Yes"
"No","SMB Small","Helsinki","Uusimaa","Finland","13,4","36689,2","0","2526,41","0,137614243",343,9999,1,"No"
"No","SMB Small","Stockholm","Stockholm","Sweden","1,8","0","0,05182","6541,84","0,117517396",404,9999,1,"No"
"No","SMB Small","Stockholm","Stockholm","Sweden","6,5","143390","0,069327","269173","0,113732098",13,9999,16,"No"
"No","SMB Small","Næstved","Sjælland","Denmark","1,8","23058","0","3871,86","0,159207719",47,9999,1,"No"
"Yes","SMB Mid","Bornholm","Hovedstaden","Denmark","30","406200","0,111331","48913,88","0,126170731",7,329,5,"Yes"
"No","SMB Small","Motala","Östergötland","Sweden","1,3","10907","0,331588","14711","0,173808035",8,9999,3,"No"
"No","SMB Small","Espoo","Uusimaa","Finland","1,8","4928,4","0","4305,54","0,112443503",173,9999,1,"No"
"No","SMB Small","Malmö","Skåne","Sweden","6,5","0","1","2345","0,247292111",669,9999,1,"No"
"No","SMB Small","Egedal","Hovedstaden","Denmark","6,5","49920","0","4635,76","0,048255302",183,9999,1,"No"
"Yes","Public","Uddevalla","Västra Götaland","Sweden","19,9","220094","0,088078","58721,78","0,070433832",264,9999,7,"No"
"Yes","SMB Small","Helsingborg","Skåne","Sweden","1,8","0","0,176734","4238","0,118246815",655,9999,2,"No"
"No","SMB Small","Eksjö","Jönköping","Sweden","-1","0","0,176208","1572","0,326227735",25,25,2,"Yes"
"No","SMB Small","Tårnby","Hovedstaden","Denmark","1,3","15782","0","26145,04","0,046239746",105,9999,1,"No"
"No","SMB Small","Kerteminde","Syddanmark","Denmark","13,4","137484","0","6930,79","0,123048022",358,9999,1,"No"
"No","SMB Small","Nacka","Stockholm","Sweden","1,8","0","0,021448","33941","0,063202911",711,739,3,"Yes"
"No","SMB Small","Helsinki","Uusimaa","Finland","13,4","13838,18","0","42058,08","0,107793794",342,9999,2,"No"
"Yes","SMB Mid","Nacka","Stockholm","Sweden","1,8","40752","0,120044","361181","0,117676733",19,285,37,"Yes"
"No","SMB Small","Fredensborg","Hovedstaden","Denmark","1,3","0","1","1022,64","0,110498318",663,9999,1,"No"
"No","SMB Small","Stockholm","Stockholm","Sweden","13,4","295604","0,136462","278109,03","0,106856653",63,628,23,"Yes"
"No","SMB Mid","Sjöbo","Skåne","Sweden","13,4","0","0,147838","6453","0,076731753",659,9999,1,"No"
"No","SMB Small","Kongsberg","Buskerud","Norway","1,3","15964","0,397698","15777,65","0,166718745",295,9999,5,"No"
"No","SMB Small","Västerås","Västmanland","Sweden","6,5","70785","0,263587","103028,42","0,190991088",217,217,25,"Yes"
"No","SMB Small","Huddinge","Stockholm","Sweden","-1","0","0,280506","48387,4","0,137657531",267,791,4,"Yes"
"No","SMB Small","Sundsvall","Västernorrland","Sweden","1,3","13598","0","3352","0,146423031",250,9999,1,"No"
"Yes","SMB Small","Gnosjö","Jönköping","Sweden","13,4","157182","0,12366","38719,97","0,076550937",15,9999,4,"No"
"No","SMB Small","Södertälje","Stockholm","Sweden","1,3","28678","0,423848","6221,56","0,073814285",36,9999,2,"No"
"No","SMB Small","Karlskrona","Blekinge","Sweden","1,3","0","0,425158","6781","0,131389176",684,9999,3,"No"
"No","SMB Small","Landskrona","Skåne","Sweden","1,3","7200,7","0,013133","7995","0,099100688",186,9999,3,"No"
"No","SMB Small","Espoo","Uusimaa","Finland","30","30981","0","31016,96","0,201152853",138,9999,1,"No"
"No","SMB Small","Ylivieska","Pohjois-Pohjanmaa","Finland","30","0","0,221431","664,81","0,255712158",666,9999,1,"No"
